ID,Original_ID,Country Name,Country ISO3,Income Level,Authority,Date,Level 1 policy measures,Level 2 policy measures,Level 3 policy measures,Details of the measure,Reference,Termination Date,Modification of Parent Measure,Parent Measure,was_modified
92,170,Saudi arabia,SAU,High income,Cb,2020-03-14,Banking sector,Support borrowers,Other credit repayment moratorium,Deferred Payments Program. Depositing an amount of about SAR 30 billion for banks and financing companies to delay the payment of the dues of the financial sector (banks and finance companies) from SMEs for a period of six months as of its date.,http://www.sama.gov.sa/en-US/News/Pages/news-514.aspx,2020-09-15,No,,False
93,171,Saudi arabia,SAU,High income,Cb,2020-03-14,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments",Funding for Lending Program. Providing concessional finance of about SAR 13.2 billion for SMEs by granting loans from banks and finance companies to the SME sector to support business continuity and sector growth during the current stage in a way that contributes to supporting economic growth and maintaining employment levels in these enterprises.,http://www.sama.gov.sa/en-US/News/Pages/news-514.aspx,,No,,False
94,172,Saudi arabia,SAU,High income,Cb,2020-03-14,Banking sector,Support borrowers,State guarantees on loans,Loan Guarantee Program. Depositing an amount of SAR 6 billion for banks and insurance companies to enable insurance entities (banks and insurance companies) to relieve SMEs from the finance costs of KAFALA Program for the purpose of minimizing finance costs for entities eligible to utilize from those guarantees during the Fiscal Year 2020 and support finance expansion.,http://www.sama.gov.sa/en-US/News/Pages/news-514.aspx,,No,,False
95,173,Australia,AUS,High income,Sup,2020-03-15,Financial markets/nbfi,Market functioning,Market restrictions,Direction to limit activity of trading participants.,,,No,,False
96,174,Canada,CAN,High income,Cb,2020-03-15,Liquidity/funding,Liquidity (incl fx)/ela,,Enhanced US Dollar swap lines with the Federal Reserve,https://www.bankofcanada.ca/2020/03/provision-global-us-dollar-liquidity/,,No,,False
97,175,Jordan,JOR,Upper middle income,Cb,2020-03-15,Liquidity/funding,Liquidity (incl fx)/ela,,Cut compulsory reserves for commercial banks to 5% from 7%.,https://www.cbj.gov.jo/DetailsPage/CBJEn/NewsDetails.aspx?ID=279,,No,,False
98,176,Jordan,JOR,Upper middle income,Cb,2020-03-15,Banking sector,Support borrowers,Other credit repayment moratorium,Delayed payments of loan instalments by companies; allow rescheduling of retail loans without penalties to ease losses incurred by the private sector,https://www.cbj.gov.jo/DetailsPage/CBJEn/NewsDetails.aspx?ID=279,2020-12-31,No,,False
99,177,Jordan,JOR,Upper middle income,Cb,2020-03-15,Banking sector,Support borrowers,State guarantees on loans,Jordan Loan credit Guarantee Company (JLGC) to reduce the credit guarantee commission from 1.5% to 0.75% for industrial and services programs & for start-ups from 1% to 0.75%.,https://www.cbj.gov.jo/DetailsPage/CBJEn/NewsDetails.aspx?ID=279,,No,,False
100,180,United states,USA,High income,Cb,2020-03-15,Liquidity/funding,Policy rate,,Decreased interest rate target range from 1.00%-1.25% to 0.00%-0.25%,https://www.federalreserve.gov/monetarypolicy/openmarket.htm,,No,,False
101,181,United states,USA,High income,Cb,2020-03-15,Liquidity/funding,Policy rate,,Decreased Primary Credit Rate of the Discount Window from 1.75% to 0.25%,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200315b.htm,,No,,False
102,182,Uruguay,URY,High income,Gov,2020-03-15,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments",Expansion of directed line of credits through the banking and microfinance sectors.,https://www.ande.org.uy/grupos-asistidos/apoyo-a-las-mipymes-afectadas-financieramente-por-el-covid-19,,No,,False
103,183,Uruguay,URY,High income,Cb,2020-03-15,Banking sector,Support borrowers,Other support borrowers,Recapitalization of the Sistema nacional de garanti��s para empresas from US$50million to US$500 million.,https://www.presidencia.gub.uy/comunicacion/comunicacionnoticias/azucena-arbeleche-prestamos-sin-intereses-monotributistas-refuerzo-fondo-ande,,No,,False
104,184,Bolivia,BOL,Lower middle income,Sup,2020-03-16,Payment systems,Consumer protection measures and ensuring availability and acceptance of cash,,Branches must remain open with reduced times and enough cash should be available at ATMs.,https://www.asfi.gob.bo/images/ASFI/DOCS/SALA_DE_PRENSA/Cartas_Circulares/CC-2440.pdf,,No,,False
105,185,Bolivia,BOL,Lower middle income,Sup,2020-03-16,Payment systems,Promoting and ensuring availability of digital payment mechanisms,,Promote usage  of digital payments,https://www.asfi.gob.bo/images/ASFI/DOCS/SALA_DE_PRENSA/Cartas_Circulares/CC-2440.pdf,,No,,False
106,186,Bolivia,BOL,Lower middle income,Sup,2020-03-16,Payment systems,Promoting and ensuring availability of digital payment mechanisms,,Adequate operative aspects of payment mechanisms,https://www.asfi.gob.bo/images/ASFI/DOCS/SALA_DE_PRENSA/Cartas_Circulares/CC-2440.pdf,,No,,False
107,187,Canada,CAN,High income,Cb,2020-03-16,Liquidity/funding,Liquidity (incl fx)/ela,,"Broaden eligible collateral for its term repo facility to include the full range of collateral eligible  under the Standing Liquidity Facility, with the exception of the non-mortgage loan portfolio",https://www.bankofcanada.ca/2020/03/market-notice-2020-03-16/,,Other,85.0,True
108,188,China,CHN,Upper middle income,Cb,2020-03-16,Liquidity/funding,Liquidity (incl fx)/ela,,Reduce the RRR rate for certain qualified banks.,,,No,,False
109,189,Colombia,COL,Upper middle income,Gov,2020-03-16,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","Bancoldex:  ""Colombia Responde"" (COP 600 billion); COP 250 billion focused on tourism, aviation and public events companies. (March 13)",https://www.bancoldex.com/noticias/colombia-responde-3560,,No,,False
110,190,Colombia,COL,Upper middle income,Gov,2020-03-16,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","���Colombia Responde Para Todos��? COP 350 billion (April 2), extension for all sectors. Loans facilities include a reduction in 2 percentage points of the interest rate, guarantees from FNG, and some grace periods.",https://www.bancoldex.com/noticias/colombia-responde-3560,,No,,False
111,191,Colombia,COL,Upper middle income,Gov,2020-03-16,Banking sector,Support borrowers,Mandatory credit repayment moratorium,Grace periods for  ���Colombia Responde Para Todos��? loans.,https://www.bancoldex.com/noticias/colombia-responde-3560,,No,,False
112,192,Colombia,COL,Upper middle income,Gov,2020-03-16,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments",���Lineas escalamiento del sector tur�_stico��? (COP 40 billion) for firms in tourism sector registered in national tourism registry.,https://www.bancoldex.com/noticias/colombia-responde-3560,,No,,False
113,193,Colombia,COL,Upper middle income,Gov,2020-03-16,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","���Colombia emprende y innova��? targeted to startups, young firms (minimum 6 months maximum 8 years). COP 6 billion. Co-initiative with Innpulsa.",https://www.bancoldex.com/noticias/colombia-responde-3560,,No,,False
114,194,Colombia,COL,Upper middle income,Gov,2020-03-16,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","���Colombia responde ��� Bogota"" 6 billion for firms located in Bogota. Sponsored by mayor of Bogota.",https://www.bancoldex.com/noticias/colombia-responde-3560,,No,,False
115,195,Colombia,COL,Upper middle income,Gov,2020-03-16,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","���Orange credit line��? ��� for firms carrying out activities based on intellectual property, design, research, artistic development, human talent and, in general, creativity. Pre-COVID fund but part of response.",,,No,,False
116,196,Colombia,COL,Upper middle income,Gov,2020-03-19,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments",Innpulsa/ BanAgrario/ Fontur (COP 112 billion) (March 19) and Young agricultural  firms (less than eight years). Loans up to COP 70 million Credit line. Includes a subsidy of 2% in the interest rate. Loans up to COP 100 million,,,No,,False
117,197,Colombia,COL,Upper middle income,Gov,2020-03-27,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments",Finagro: Credit line (COP $1 trillion) for agriculture sector with a subsidized interest rate (via FINAGRO and Banco Agrario),https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=111094,,No,,False
118,198,Colombia,COL,Upper middle income,Gov,2020-04-06,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments",Compromiso Colombia (COP 713 billion) to fund investment and working capital in private companies and territorial entities (April 6),,,No,,False
119,199,Colombia,COL,Upper middle income,Gov,2020-03-16,Payment systems,Promoting and ensuring availability of digital payment mechanisms,,"Financial Inclusion Support: G2P payment scale-up including expanding long-standing existing programs (familias en accion, jovenes en accion, Colombia mayor) with additional one-time financing, in addition to launching a new emergency cash transfer program ��� ingreso solidario - targeted at 3,000,000 informal workers not covered under existing programs. A key innovation surrounding ingreso solidario is its use of the financial sector to promote digital deployment (via bank accounts and mobile wallets).",,,No,,False
120,200,Czech republic,CZE,High income,Cb,2020-03-16,Liquidity/funding,Policy rate,,"The Czech National Bank lowered the two-week repo rate by 50 basis points to 1.75%. At the same time, it lowered the Lombard rate to 2.75% and the discount rate to 0.75%.",https://www.cnb.cz/en/cnb-news/press-releases/CNB-adopts-stabilising-measures-in-connection-with-coronavirus-epidemic/,,No,,False
121,202,Czech republic,CZE,High income,Cb,2020-03-16,Banking sector,Prudential,Restrictions on use of profits and resources (e.g. dividends),No dividend payouts or any other steps that might jeopardise individual banks' resilience,https://www.cnb.cz/en/cnb-news/press-releases/CNB-adopts-stabilising-measures-in-connection-with-coronavirus-epidemic/,,No,,False
122,203,Dominican republic,DOM,Upper middle income,Cb,2020-03-16,Liquidity/funding,Policy rate,,"100bp reduction in reference rate (to 3,5%)",https://www.bancentral.gov.do/a/d/4805-cbdr-reduces-its-monetary-policy-rate-by-100-basis-points,,No,,False
123,205,"Hong kong sar, china",HKG,High income,Cb,2020-03-16,Liquidity/funding,Policy rate,,Repo rate rate cut to 0.86%,https://www.reuters.com/article/health-coronavirus-central-banks-hkma/hong-kongs-central-bank-cuts-base-rate-to-0-86-after-fed-move-idUSL4N2B816N,,No,,False
124,206,India,IND,Lower middle income,Cb,2020-03-16,Banking sector,Operational continuity,,Guidelines to protect the resilience of the Indian financial system by advising several measures.,https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11820&Mode=0,,No,,False
125,207,Japan,JPN,High income,Cb,2020-03-16,Liquidity/funding,Policy rate,,Lowered loan rate by 0.25 percentage points.,,,No,,False
126,208,Jordan,JOR,Upper middle income,Cb,2020-03-16,Liquidity/funding,Policy rate,,"Discount rate rate, cut 100bp, to 2.5%",https://english.aawsat.com/home/article/2184091/jordan-central-bank-slashes-main-rates-soften-coronavirus-blow,,No,,False
127,209,Kenya,KEN,Lower middle income,Cb,2020-03-16,Payment systems,Promoting and ensuring availability of digital payment mechanisms,,"The following emergency measures will apply from midnight March 16, 2020 and will remain in place until June 30, 2020.  1. There will be no charge for mobile money transactions up to Ksh.1,000.  2. The transaction limit for mobile money is increased to Ksh.150,000.   3. The daily limit for mobile money transactionsis increased to Ksh.300,000.  4. The mobile money wallet limit is increased to Ksh.300,000.  5. The monthly total limit for mobile money transactions is eliminated.  6. The current tariff for mobile money transactions for Ksh.70,000 will apply for transactions up to Ksh.150,000.  7. PSPs and commercial banks will eliminate charges for transfers between mobile money wallets and bank accounts.",https://www.centralbank.go.ke/uploads/press_releases/2125980791_Press%20Release%20-%20Emergency%20Measures%20to%20Facilitate%20Mobile%20Money%20Transactions.pdf,,No,,False
128,210,North macedonia,MKD,Upper middle income,Cb,2020-03-16,Liquidity/funding,Policy rate,,The NBRNM cut the policy rate by 0.25 percentage points to 1.75 percent.,http://www.nbrm.mk/ns-newsarticle-soopstenie-1632020-en.nspx,,No,,False
